Station Code,Station Name,Latitude,Longitude,Data Center(s)
R06C4,Raspberry Shake Citizen Science Station,48.14414414,12.28701856,RASPISHAKE
R06CD,Raspberry Shake Citizen Science Station,-17.56756757,-149.5706608,RASPISHAKE
R06CE,Raspberry Shake Citizen Science Station,46.2972973,7.902197661,RASPISHAKE
R070D,Raspberry Shake Citizen Science Station,36.57657658,-121.9058852,RASPISHAKE
R073F,Raspberry Shake Citizen Science Station,19.30630631,-99.16727614,RASPISHAKE
R076D,Raspberry Shake Citizen Science Station,34.07207207,134.5553087,RASPISHAKE
R0786,Raspberry Shake Citizen Science Station,-4.243243243,152.1829426,RASPISHAKE
R07EB,Raspberry Shake Citizen Science Station,38.87387387,-77.2746976,RASPISHAKE
R0808,Raspberry Shake Citizen Science Station,33.72972973,-117.4295489,RASPISHAKE
R0825,Raspberry Shake Citizen Science Station,47.37837838,-122.1848506,RASPISHAKE
R0835,Raspberry Shake Citizen Science Station,40.94594595,-74.14192756,RASPISHAKE
R0868,Raspberry Shake Citizen Science Station,44.43243243,-122.6981422,RASPISHAKE
R0887,Raspberry Shake Citizen Science Station,51.6036036,-0.333661095,RASPISHAKE
R08CF,Raspberry Shake Citizen Science Station,58.20720721,-6.362090603,RASPISHAKE
R091F,Raspberry Shake Citizen Science Station,51.44144144,-0.332469395,RASPISHAKE
R0920,Raspberry Shake Citizen Science Station,27.64864865,85.29245656,RASPISHAKE
R092F,Raspberry Shake Citizen Science Station,52.66666667,-1.084464567,RASPISHAKE
R0934,Raspberry Shake Citizen Science Station,-35.27927928,149.1129251,RASPISHAKE
R09BD,Raspberry Shake Citizen Science Station,52.18018018,0.117541619,RASPISHAKE
R09C3,Raspberry Shake Citizen Science Station,40.3963964,-3.702733952,RASPISHAKE
R09DA,Raspberry Shake Citizen Science Station,44.91891892,-90.48096402,RASPISHAKE
R09DE,Raspberry Shake Citizen Science Station,-41.2972973,174.7135566,RASPISHAKE
R09EE,Raspberry Shake Citizen Science Station,34.09009009,-84.49417738,RASPISHAKE
R09EF,Raspberry Shake Citizen Science Station,47.69369369,-122.1897029,RASPISHAKE
R09F7,Raspberry Shake Citizen Science Station,35.22522523,-90.77883925,RASPISHAKE
R0A2D,Raspberry Shake Citizen Science Station,47.9009009,1.881434238,RASPISHAKE
R0A45,Raspberry Shake Citizen Science Station,41.45945946,2.079685133,RASPISHAKE
R0A7D,Raspberry Shake Citizen Science Station,-12.08108108,-77.04053041,RASPISHAKE
R0A81,Raspberry Shake Citizen Science Station,31.03603604,121.4337755,RASPISHAKE
R0A90,Raspberry Shake Citizen Science Station,47.73873874,-122.0473133,RASPISHAKE
R0A9F,Raspberry Shake Citizen Science Station,58.20720721,8.704138072,RASPISHAKE
R0AC9,Raspberry Shake Citizen Science Station,50.17117117,8.622694957,RASPISHAKE
R0ACB,Raspberry Shake Citizen Science Station,53.04504505,-0.779386694,RASPISHAKE
R0AE4,Raspberry Shake Citizen Science Station,40.94594595,-74.14192756,RASPISHAKE
R0AE9,Raspberry Shake Citizen Science Station,45.78378378,3.061711534,RASPISHAKE
R0AEB,Raspberry Shake Citizen Science Station,47.33333333,-1.515476137,RASPISHAKE
R0AEF,Raspberry Shake Citizen Science Station,51.64864865,-0.21779222,RASPISHAKE
R0B08,Raspberry Shake Citizen Science Station,42.72072072,-84.47724298,RASPISHAKE
R0B0A,Raspberry Shake Citizen Science Station,37.95495495,-122.0021437,RASPISHAKE
R0B17,Raspberry Shake Citizen Science Station,53.30630631,6.573854402,RASPISHAKE
R0B21,Raspberry Shake Citizen Science Station,42.78378378,-71.27602451,RASPISHAKE
R0B29,Raspberry Shake Citizen Science Station,47.79279279,-3.701632191,RASPISHAKE
R0B5A,Raspberry Shake Citizen Science Station,34.44144144,-119.6733651,RASPISHAKE
R0BBA,Raspberry Shake Citizen Science Station,-38.67567568,176.0578667,RASPISHAKE
R0BEF,Raspberry Shake Citizen Science Station,35.1981982,136.8792147,RASPISHAKE
R0C26,Raspberry Shake Citizen Science Station,39.25225225,-77.34322842,RASPISHAKE
R0C34,Raspberry Shake Citizen Science Station,64.09009009,-21.85630491,RASPISHAKE
R0C36,Raspberry Shake Citizen Science Station,37.88288288,-122.2948601,RASPISHAKE
R0C73,Raspberry Shake Citizen Science Station,46.68468468,7.683022518,RASPISHAKE
R0C80,Raspberry Shake Citizen Science Station,40.81981982,-73.93660782,RASPISHAKE
R0C83,Raspberry Shake Citizen Science Station,8.225225225,-81.89822668,RASPISHAKE
R0C87,Raspberry Shake Citizen Science Station,28.45045045,-80.67112872,RASPISHAKE
R0CA8,Raspberry Shake Citizen Science Station,42.87387387,0.012293165,RASPISHAKE
R0CBB,Raspberry Shake Citizen Science Station,33.91891892,-117.3286699,RASPISHAKE
R0CC0,Raspberry Shake Citizen Science Station,36.04504505,-95.93167721,RASPISHAKE
R0CC5,Raspberry Shake Citizen Science Station,47.75675676,7.504551038,RASPISHAKE
R0CDE,Raspberry Shake Citizen Science Station,48.79279279,9.587640195,RASPISHAKE
R0CE3,Raspberry Shake Citizen Science Station,37.79279279,-122.4029652,RASPISHAKE
R0CEA,Raspberry Shake Citizen Science Station,27.3963964,84.29436918,RASPISHAKE
R0D06,Raspberry Shake Citizen Science Station,43.36036036,-5.910686636,RASPISHAKE
R0D1A,Raspberry Shake Citizen Science Station,38.9009009,-77.02111871,RASPISHAKE
R0D8D,Raspberry Shake Citizen Science Station,8.774774775,-82.6354521,RASPISHAKE
R0D9C,Raspberry Shake Citizen Science Station,42.71171171,-84.22616141,RASPISHAKE
R0DB7,Raspberry Shake Citizen Science Station,53.16216216,8.640712754,RASPISHAKE
R0DD8,Raspberry Shake Citizen Science Station,-41.31531532,174.8135276,RASPISHAKE
R0DEB,Raspberry Shake Citizen Science Station,59.68468468,5.355793651,RASPISHAKE
R0DF2,Raspberry Shake Citizen Science Station,51.95495495,-1.228030345,RASPISHAKE
R0E05,Raspberry Shake Citizen Science Station,8.855855856,-82.59748572,RASPISHAKE
R0ECF,Raspberry Shake Citizen Science Station,39.20720721,-76.65473136,RASPISHAKE
R0EF4,Raspberry Shake Citizen Science Station,-17.72072072,-149.2979836,RASPISHAKE
R0EF8,Raspberry Shake Citizen Science Station,42.32432432,-71.14041662,RASPISHAKE
R0F05,Raspberry Shake Citizen Science Station,52.40540541,13.01181542,RASPISHAKE
R0F08,Raspberry Shake Citizen Science Station,50.72072072,-127.4861777,RASPISHAKE
R0F09,Raspberry Shake Citizen Science Station,46.86486486,-71.2681524,RASPISHAKE
R0F1A,Raspberry Shake Citizen Science Station,29.59459459,-95.56960457,RASPISHAKE
R0F23,Raspberry Shake Citizen Science Station,28.04504505,84.07229236,RASPISHAKE
R0F40,Raspberry Shake Citizen Science Station,33.94594595,-83.3723639,RASPISHAKE
R0F46,Raspberry Shake Citizen Science Station,39.37837838,-107.0917932,RASPISHAKE
R0F60,Raspberry Shake Citizen Science Station,35.92792793,-98.42065558,RASPISHAKE
R0F67,Raspberry Shake Citizen Science Station,50.31531532,-119.1744807,RASPISHAKE
R0F73,Raspberry Shake Citizen Science Station,47.93693694,-116.7296773,RASPISHAKE
R0FA6,Raspberry Shake Citizen Science Station,33.11711712,-117.1869841,RASPISHAKE
R0FCE,Raspberry Shake Citizen Science Station,52.3963964,9.82002836,RASPISHAKE
R0FDB,Raspberry Shake Citizen Science Station,38.81081081,-123.0224172,RASPISHAKE
R0FE8,Raspberry Shake Citizen Science Station,48.43243243,-123.3803585,RASPISHAKE
R0FFA,Raspberry Shake Citizen Science Station,-42.91891892,147.25363,RASPISHAKE
R1009,Raspberry Shake Citizen Science Station,-41.17117117,174.8260804,RASPISHAKE
R1033,Raspberry Shake Citizen Science Station,51.66666667,5.607216672,RASPISHAKE
R103B,Raspberry Shake Citizen Science Station,37.8018018,-122.4015063,RASPISHAKE
R1049,Raspberry Shake Citizen Science Station,37.8018018,15.06269979,RASPISHAKE
R1055,Raspberry Shake Citizen Science Station,50.02702703,8.233077049,RASPISHAKE
R1058,Raspberry Shake Citizen Science Station,49.63963964,-124.0533596,RASPISHAKE
R1075,Raspberry Shake Citizen Science Station,41.14414414,-8.614720054,RASPISHAKE
R10A1,Raspberry Shake Citizen Science Station,48.14414414,12.28706644,RASPISHAKE
R10A9,Raspberry Shake Citizen Science Station,40.43243243,-79.98954998,RASPISHAKE
R10DB,Raspberry Shake Citizen Science Station,48.22522523,16.35086441,RASPISHAKE
R10DC,Raspberry Shake Citizen Science Station,42.27027027,-83.73515475,RASPISHAKE
R1108,Raspberry Shake Citizen Science Station,-33.42342342,-70.60538723,RASPISHAKE
R1109,Raspberry Shake Citizen Science Station,39.1981982,-77.1944812,RASPISHAKE
R1132,Raspberry Shake Citizen Science Station,37.3963964,-122.1870867,RASPISHAKE
R11AD,Raspberry Shake Citizen Science Station,36,-80.12647928,RASPISHAKE
R11C3,Raspberry Shake Citizen Science Station,42.42342342,-71.15490478,RASPISHAKE
R11C8,Raspberry Shake Citizen Science Station,19.3963964,-99.12340129,RASPISHAKE
R11D5,Raspberry Shake Citizen Science Station,42.47747748,-71.24162397,RASPISHAKE
R11F5,Raspberry Shake Citizen Science Station,55.67567568,12.57522045,RASPISHAKE
R1270,Raspberry Shake Citizen Science Station,34.52252252,-117.1203277,RASPISHAKE
R12C1,Raspberry Shake Citizen Science Station,42.30630631,-83.78063885,RASPISHAKE
R12E0,Raspberry Shake Citizen Science Station,48.63963964,1.813394637,RASPISHAKE
R12EB,Raspberry Shake Citizen Science Station,43.26126126,-2.932063036,RASPISHAKE
R1309,Raspberry Shake Citizen Science Station,20.7027027,-105.2182944,RASPISHAKE
R1355,Raspberry Shake Citizen Science Station,37.97297297,-121.3103538,RASPISHAKE
R1396,Raspberry Shake Citizen Science Station,41.48648649,2.260995055,RASPISHAKE
R13BB,Raspberry Shake Citizen Science Station,42.28828829,-72.21317056,RASPISHAKE
R13D2,Raspberry Shake Citizen Science Station,19.27027027,-81.30402064,RASPISHAKE
R13E1,Raspberry Shake Citizen Science Station,-31.97297297,116.0454851,RASPISHAKE
R1409,Raspberry Shake Citizen Science Station,18.20720721,-67.13894397,RASPISHAKE
R142A,Raspberry Shake Citizen Science Station,18.43243243,-66.05871571,RASPISHAKE
R1446,Raspberry Shake Citizen Science Station,59.43243243,17.96702719,RASPISHAKE
R14EB,Raspberry Shake Citizen Science Station,60.38738739,5.306523863,RASPISHAKE
R150A,Raspberry Shake Citizen Science Station,65.55855856,22.14447298,RASPISHAKE
R150F,Raspberry Shake Citizen Science Station,38.90990991,-78.13082986,RASPISHAKE
R1516,Raspberry Shake Citizen Science Station,46.86486486,-71.26855078,RASPISHAKE
R1529,Raspberry Shake Citizen Science Station,60.12612613,-149.4371426,RASPISHAKE
R15B1,Raspberry Shake Citizen Science Station,-6.306306306,106.6650567,RASPISHAKE
R15E2,Raspberry Shake Citizen Science Station,9.972972973,-84.23705945,RASPISHAKE
R15EA,Raspberry Shake Citizen Science Station,8.459459459,-82.22948179,RASPISHAKE
R15EB,Raspberry Shake Citizen Science Station,46.22522523,7.331497748,RASPISHAKE
R1607,Raspberry Shake Citizen Science Station,8.774774775,-82.63547438,RASPISHAKE
R1613,Raspberry Shake Citizen Science Station,38.9009009,-77.14036484,RASPISHAKE
R161C,Raspberry Shake Citizen Science Station,25.10810811,121.5205458,RASPISHAKE
R1646,Raspberry Shake Citizen Science Station,6.243243243,-75.61063284,RASPISHAKE
R1650,Raspberry Shake Citizen Science Station,44.91891892,-93.48433614,RASPISHAKE
R167F,Raspberry Shake Citizen Science Station,43.07207207,-72.02054751,RASPISHAKE
R168B,Raspberry Shake Citizen Science Station,33.78378378,-118.3625241,RASPISHAKE
R16B3,Raspberry Shake Citizen Science Station,41.64864865,13.09496827,RASPISHAKE
R16D8,Raspberry Shake Citizen Science Station,43.6036036,7.042617647,RASPISHAKE
R16DA,Raspberry Shake Citizen Science Station,48.48648649,-123.3150628,RASPISHAKE
R16F7,Raspberry Shake Citizen Science Station,38.08108108,-122.1422797,RASPISHAKE
R16FA,Raspberry Shake Citizen Science Station,26.14414414,50.52290251,RASPISHAKE
R1724,Raspberry Shake Citizen Science Station,4.657657658,-74.05596071,RASPISHAKE
R173E,Raspberry Shake Citizen Science Station,-6.216216216,106.835703,RASPISHAKE
R1743,Raspberry Shake Citizen Science Station,37.73873874,-122.4544596,RASPISHAKE
R176D,Raspberry Shake Citizen Science Station,38.91891892,-77.65362061,RASPISHAKE
R179D,Raspberry Shake Citizen Science Station,40.81081081,-77.94181671,RASPISHAKE
R17B2,Raspberry Shake Citizen Science Station,49.01801802,12.06305146,RASPISHAKE
R17B9,Raspberry Shake Citizen Science Station,51.44144144,7.256347004,RASPISHAKE
R17DF,Raspberry Shake Citizen Science Station,52.1981982,0.426281058,RASPISHAKE
R17E1,Raspberry Shake Citizen Science Station,40.54054054,-84.50750688,RASPISHAKE
R17FC,Raspberry Shake Citizen Science Station,25.88288288,-80.36355577,RASPISHAKE
R17FF,Raspberry Shake Citizen Science Station,9.342342342,-82.19920212,RASPISHAKE
R1822,Raspberry Shake Citizen Science Station,45.93693694,13.04590345,RASPISHAKE
R185E,Raspberry Shake Citizen Science Station,52.46846847,-1.893107401,RASPISHAKE
R187C,Raspberry Shake Citizen Science Station,52.33333333,12.97431839,RASPISHAKE
R1897,Raspberry Shake Citizen Science Station,35.21621622,-97.398203,RASPISHAKE
R18CE,Raspberry Shake Citizen Science Station,32.45945946,-84.9900118,RASPISHAKE
R18E6,Raspberry Shake Citizen Science Station,52.64864865,-0.653455495,RASPISHAKE
R1906,Raspberry Shake Citizen Science Station,48.83783784,13.68773587,RASPISHAKE
R1923,Raspberry Shake Citizen Science Station,45.78378378,3.061706042,RASPISHAKE
R194D,Raspberry Shake Citizen Science Station,53.17117117,8.206086706,RASPISHAKE
R1983,Raspberry Shake Citizen Science Station,35.6036036,139.6802235,RASPISHAKE
R1987,Raspberry Shake Citizen Science Station,36.15315315,-95.9327196,RASPISHAKE
R198D,Raspberry Shake Citizen Science Station,53.27927928,6.268337991,RASPISHAKE
R1992,Raspberry Shake Citizen Science Station,8.774774775,-82.63569721,RASPISHAKE
R199D,Raspberry Shake Citizen Science Station,42.38738739,-71.11204111,RASPISHAKE
R1A17,Raspberry Shake Citizen Science Station,35.4954955,-97.54953417,RASPISHAKE
R1A44,Raspberry Shake Citizen Science Station,53.86486486,-122.7588197,RASPISHAKE
R1AAA,Raspberry Shake Citizen Science Station,37.4954955,-122.2378746,RASPISHAKE
R1AC6,Raspberry Shake Citizen Science Station,49.34234234,-123.029109,RASPISHAKE
R1ADD,Raspberry Shake Citizen Science Station,8.783783784,-82.43717125,RASPISHAKE
R1AE4,Raspberry Shake Citizen Science Station,64.0990991,-21.88313594,RASPISHAKE
R1B1C,Raspberry Shake Citizen Science Station,40.93693694,-74.12292857,RASPISHAKE
R1B1D,Raspberry Shake Citizen Science Station,58.05405405,14.33639613,RASPISHAKE
R1B21,Raspberry Shake Citizen Science Station,21.92792793,-102.3147185,RASPISHAKE
R1B4E,Raspberry Shake Citizen Science Station,64.10810811,-21.93424149,RASPISHAKE
R1B6A,Raspberry Shake Citizen Science Station,53.57657658,-2.443128219,RASPISHAKE
R1B97,Raspberry Shake Citizen Science Station,-7.54954955,110.3635353,RASPISHAKE
R1B98,Raspberry Shake Citizen Science Station,51.95495495,6.1984911,RASPISHAKE
R1B9F,Raspberry Shake Citizen Science Station,52.65765766,-0.594194527,RASPISHAKE
R1BEF,Raspberry Shake Citizen Science Station,52.5045045,4.840104156,RASPISHAKE
R1C03,Raspberry Shake Citizen Science Station,31.7027027,76.92366567,RASPISHAKE
R1C39,Raspberry Shake Citizen Science Station,32.85585586,-105.95336,RASPISHAKE
R1C61,Raspberry Shake Citizen Science Station,43.63063063,-116.2139883,RASPISHAKE
R1C88,Raspberry Shake Citizen Science Station,17.99099099,-92.94404856,RASPISHAKE
R1CA7,Raspberry Shake Citizen Science Station,47.57657658,-122.2322049,RASPISHAKE
R1CCE,Raspberry Shake Citizen Science Station,33.32432432,-111.9809587,RASPISHAKE
R1CD9,Raspberry Shake Citizen Science Station,-7.612612613,110.4529035,RASPISHAKE
R1D10,Raspberry Shake Citizen Science Station,40.68468468,-74.43205763,RASPISHAKE
R1D33,Raspberry Shake Citizen Science Station,37.12612613,-121.95413,RASPISHAKE
R1D51,Raspberry Shake Citizen Science Station,45.54054054,-122.6245795,RASPISHAKE
R1D8F,Raspberry Shake Citizen Science Station,14.08108108,-87.16081613,RASPISHAKE
R1DBF,Raspberry Shake Citizen Science Station,59.32432432,18.03108094,RASPISHAKE
R1E10,Raspberry Shake Citizen Science Station,29.72972973,-95.40954644,RASPISHAKE
R1E40,Raspberry Shake Citizen Science Station,12.15315315,-86.18657455,RASPISHAKE
R1E5E,Raspberry Shake Citizen Science Station,28.56756757,-80.57035132,RASPISHAKE
R1E65,Raspberry Shake Citizen Science Station,38.63963964,-121.3733193,RASPISHAKE
R1E9D,Raspberry Shake Citizen Science Station,52.25225225,4.489222683,RASPISHAKE
R1EA5,Raspberry Shake Citizen Science Station,53.54054054,-3.047773834,RASPISHAKE
R1ED5,Raspberry Shake Citizen Science Station,37.27027027,-122.0553551,RASPISHAKE
R1EDE,Raspberry Shake Citizen Science Station,50.90990991,-114.0088123,RASPISHAKE
R1EE2,Raspberry Shake Citizen Science Station,-12.82882883,45.12763651,RASPISHAKE
R1F0E,Raspberry Shake Citizen Science Station,54.79279279,-1.562790508,RASPISHAKE
R1F7C,Raspberry Shake Citizen Science Station,27.71171171,85.30754906,RASPISHAKE
R1FBA,Raspberry Shake Citizen Science Station,6.252252252,-75.59395189,RASPISHAKE
R1FCF,Raspberry Shake Citizen Science Station,34.81981982,135.3851677,RASPISHAKE
R1FE4,Raspberry Shake Citizen Science Station,52.3963964,9.819961582,RASPISHAKE
R2004,Raspberry Shake Citizen Science Station,41.68468468,-72.76214781,RASPISHAKE
R2013,Raspberry Shake Citizen Science Station,20.7027027,-100.4413356,RASPISHAKE
R2026,Raspberry Shake Citizen Science Station,35.89189189,-95.00051327,RASPISHAKE
R2043,Raspberry Shake Citizen Science Station,49.27927928,7.112225121,RASPISHAKE
R2045,Raspberry Shake Citizen Science Station,49.24324324,11.08206581,RASPISHAKE
R2062,Raspberry Shake Citizen Science Station,54.06306306,-2.271945697,RASPISHAKE
R206B,Raspberry Shake Citizen Science Station,44.06306306,-121.2952191,RASPISHAKE
R2081,Raspberry Shake Citizen Science Station,38.28828829,-122.3292056,RASPISHAKE
R208C,Raspberry Shake Citizen Science Station,37.52252252,-122.2901319,RASPISHAKE
R208E,Raspberry Shake Citizen Science Station,42.26126126,-83.74369462,RASPISHAKE
R20C9,Raspberry Shake Citizen Science Station,-9.468468468,147.1592908,RASPISHAKE
R20CE,Raspberry Shake Citizen Science Station,27.64864865,85.29245656,RASPISHAKE
R216B,Raspberry Shake Citizen Science Station,44.06306306,-121.2941945,RASPISHAKE
R216C,Raspberry Shake Citizen Science Station,32.84684685,-96.78604233,RASPISHAKE
R2182,Raspberry Shake Citizen Science Station,35.89189189,-86.34170886,RASPISHAKE
R2193,Raspberry Shake Citizen Science Station,43.02702703,-83.35687835,RASPISHAKE
R21AF,Raspberry Shake Citizen Science Station,3.162162162,101.6415128,RASPISHAKE
R21B0,Raspberry Shake Citizen Science Station,13.13513514,-59.63403184,RASPISHAKE
R21C3,Raspberry Shake Citizen Science Station,13.72072072,100.7700629,RASPISHAKE
R21C9,Raspberry Shake Citizen Science Station,40.14414414,-82.99819002,RASPISHAKE
R21D1,Raspberry Shake Citizen Science Station,38.2972973,21.81178906,RASPISHAKE
R21DC,Raspberry Shake Citizen Science Station,45.95495495,-66.77726519,RASPISHAKE
R21E0,Raspberry Shake Citizen Science Station,48.21621622,16.34805332,RASPISHAKE
R21E5,Raspberry Shake Citizen Science Station,27.97297297,-114.0347198,RASPISHAKE
R21FA,Raspberry Shake Citizen Science Station,39.54954955,-87.28582129,RASPISHAKE
R2215,Raspberry Shake Citizen Science Station,36.38738739,-97.88861802,RASPISHAKE
R2264,Raspberry Shake Citizen Science Station,37.45045045,-122.1878984,RASPISHAKE
R2285,Raspberry Shake Citizen Science Station,33.78378378,-118.3625241,RASPISHAKE
R22A6,Raspberry Shake Citizen Science Station,47.55855856,-122.3855263,RASPISHAKE
R22B6,Raspberry Shake Citizen Science Station,37.13513514,-122.0104397,RASPISHAKE
R22C0,Raspberry Shake Citizen Science Station,29.72072072,-95.35825576,RASPISHAKE
R22F5,Raspberry Shake Citizen Science Station,16.73873874,-62.22459513,RASPISHAKE
R2303,Raspberry Shake Citizen Science Station,52.64864865,-0.653392727,RASPISHAKE
R2310,Raspberry Shake Citizen Science Station,68.7027027,-52.84538162,RASPISHAKE
R2323,Raspberry Shake Citizen Science Station,5.981981982,116.5718345,RASPISHAKE
R232A,Raspberry Shake Citizen Science Station,5.954954955,116.0870373,RASPISHAKE
R2339,Raspberry Shake Citizen Science Station,37.13513514,-122.0144722,RASPISHAKE
R2352,Raspberry Shake Citizen Science Station,38.44144144,-78.84569097,RASPISHAKE
